,created_date,tweets,sentiment
255,2019-04-29,RT @ TheStreet : Spotify 's $ SPOT earnings n't put profitability concerns rest -- @ EricJhonsa Tech Check,Neutral
256,2019-04-29,RT @ TheStreet : magic ahead $ DIS ? 's @ JimCramer watching Magic Kingdom :,Positive
257,2019-04-29,"RT @ TheStreet : know @ JimCramer watching Alphabet reports bell , head over @ RealMoney @ KevinCurranRM's…",Neutral
258,2019-04-29,RT @ TheStreet : Looks like Endgame Marvel records :,Neutral
259,2019-04-29,RT @ TheStreet : correction looming ahead ? @ hmeisler breaks down patterns 's seeing :,Negative
260,2019-04-29,n't think works like .,Neutral
261,2019-04-29,RT @ TheStreet : . @ JimCramer @ marKatRoss back break down investors need know stock reaches all-time high . Lookin…,Positive
262,2019-04-29,@ elonmusk much good.. great time reassess legacy fray ...,Positive
263,2019-04-29,like Viacom -- owned charitable trust follow along,Positive
264,2019-04-29,RT @ TheStreet : close # StockoftheDay Alphabet come $ 1 trillion market cap ? @ KevinCurranRM breaks down $ GOOGL earnings expectati…,Negative
265,2019-04-29,incredibly additive franchise.. love,Positive
266,2019-04-29,@ SquawkStreet Mad Dash coming up -- one faves ! ! ! ! !,Negative
267,2019-04-29,RT @ carlquintanilla : Wow . $ DIS,Positive
268,2019-04-29,RT @ realmoney : fear subside around health care stocks . @ jimcramer tells us $ UNH $ ANTM $ HUM,Neutral
269,2019-04-29,"RT @ TheStreet : . @ ElonMusk , check out . 're pretty confident @ JimCramer fact , real :",Positive
270,2019-04-29,"RT @ carlquintanilla : @ beavis617 @ jimcramer three us , Jim ’ one ’ gone live hard hat",Negative
271,2019-04-29,. @ Sarge986 : 've got double whammy jobs plus Fed news : Market Recon,Neutral
272,2019-04-29,elusive ... .,Neutral
273,2019-04-29,pretty amazing profit-taking stock Disney since analyst meeting.. Even w…,Positive
274,2019-04-29,sure catch big move Dan came set ... .Chegg ; $ CHGG ;,Positive
275,2019-04-28,party ... .,Neutral
276,2019-04-28,"RT @ MadMoneyOnCNBC : . @ LockheedMartin set life F-35 . 's gone hard times . hard times over , @ JimCramer say…",Negative
277,2019-04-28,"got Iron Man Stark Industries hat , sell anyway. ! !",Negative
278,2019-04-28,RT @ HollyBee503 : @ jimcramer wiggles much David must good eye/finger touching coordination !,Positive
279,2019-04-28,Super Duty kudos right back !,Positive
280,2019-04-28,could look pictures like day ...,Neutral
281,2019-04-28,RT @ BrianWSteel : Pre-game @ whca dinner # GrahamHotel rooftop w couple lads ⁦ @ ScottWapnerCNBC⁩ ⁦ @ jimcramer⁩ Satpal .,Neutral
282,2019-04-27,heck know ?,Neutral
283,2019-04-27,RT @ marKatRoss : Let ’ ! ’ wait back floor alongside @ jimcramer,Neutral
284,2019-04-27,Man guy troubled..,Negative
285,2019-04-27,much love time year !,Positive
286,2019-04-27,@ WilfredFrost Oh Tie-less wonder Dortmund good ?,Positive
287,2019-04-27,RT @ marKatRoss : @ Christo42392370 ’ back Monday @ ZevFima ! ’ analyst @ jimcramer ’ @ CramerClub ’ one of…,Neutral
288,2019-04-27,spring !,Neutral
289,2019-04-27,Spring !,Neutral
290,2019-04-27,life !,Neutral
291,2019-04-27,RT @ _amychang : @ jimcramer ! ! ! !,Neutral
292,2019-04-27,# One Bite everyone knows rules : re-living 8.2 dream,Neutral
